part_id,machine_id,temperature_c,pressure_bar,cycle_time_s,shift,material_batch,operator_experience_years,vibration_mm_s,humidity_percent,scrap
P004002,M2,194.5,5.92,44.6,early,B3,5.3,3.22,42.1,0
P004003,M4,182.2,5.57,58.9,late,B4,2.6,2.57,48.6,0
P004004,M1,190.0,4.97,53.4,early,B2,3.0,2.36,41.9,0
P004005,M3,179.1,6.15,46.5,early,B5,7.4,2.54,44.1,0
P004006,M1,179.8,6.17,49.2,late,B1,5.6,2.23,39.4,0
P004007,M2,194.3,5.62,52.1,early,B2,3.3,2.72,35.8,0
P004008,M1,180.6,5.9,45.7,late,B5,7.2,2.51,57.5,0
P004009,M1,175.4,5.95,47.1,late,B3,4.9,2.66,50.8,0
P004010,M3,177.3,5.96,45.0,early,B1,0.7,2.52,48.7,0
P004011,M2,191.7,6.4,53.0,late,B3,3.7,3.41,41.0,0
P004012,M1,188.2,5.95,50.8,late,B2,7.3,2.31,47.4,0
P004013,M4,179.8,5.67,52.7,night,B3,11.8,1.89,38.7,0
P004014,M1,180.5,5.95,47.0,early,B2,1.7,2.79,47.8,0
P004015,M3,186.7,5.65,54.2,night,B2,7.0,2.19,50.7,0
P004016,M3,190.2,5.43,45.7,night,B5,4.1,1.95,43.7,0
P004017,M2,186.6,6.23,56.0,late,B1,1.5,3.07,41.9,0
P004018,M2,190.0,5.99,46.4,early,B4,1.6,2.92,44.1,0
P004019,M1,188.8,5.15,41.1,late,B1,1.8,1.72,54.5,0
P004020,M3,194.8,5.56,53.7,night,B3,1.1,2.6,49.6,1
P004021,M1,177.6,6.07,48.5,early,B4,1.3,3.14,35.1,0
P004022,M1,180.3,5.25,48.0,night,B5,4.2,2.45,53.8,0
P004023,M2,184.2,5.54,46.8,night,B2,0.7,2.63,52.3,1
P004024,M4,188.6,6.73,43.6,late,B1,2.0,1.75,49.5,0
P004025,M4,182.6,5.68,43.9,late,B4,3.0,3.42,61.2,0
P004026,M4,185.7,6.18,47.3,late,B5,2.0,2.27,48.2,0
P004027,M3,183.7,6.33,45.4,night,B3,1.2,1.67,51.4,1
P004028,M3,183.0,5.48,38.6,night,B1,4.0,2.35,51.8,0
P004029,M2,187.6,5.89,54.6,early,B3,2.0,3.2,55.0,0
P004030,M4,189.7,6.52,45.2,early,B2,2.1,3.06,46.2,0
P004031,M3,177.7,5.96,50.7,early,B3,3.6,2.0,42.8,0
P004032,M2,186.2,6.63,45.5,night,B1,6.1,2.71,55.8,1
P004033,M3,176.3,5.58,46.6,early,B2,2.4,2.3,55.4,0
P004034,M3,184.2,6.43,49.7,night,B5,2.5,2.74,58.2,0
P004035,M1,182.9,5.81,49.2,late,B1,1.4,2.57,51.3,0
P004036,M2,192.9,5.69,47.2,early,B5,7.3,2.87,34.8,0
P004037,M2,187.0,6.02,50.1,night,B3,4.1,3.16,49.3,0
P004038,M4,181.6,5.76,49.4,late,B3,7.0,1.89,48.3,0
P004039,M2,185.6,5.77,47.6,early,B5,7.7,2.94,57.8,0
P004040,M4,193.5,5.97,42.6,early,B2,2.4,2.6,56.5,0
P004041,M2,178.4,5.17,45.8,early,B5,6.6,2.73,52.9,0
P004042,M4,180.5,5.52,45.4,early,B2,4.4,2.39,31.4,0
P004043,M1,184.2,6.05,46.1,early,B2,2.6,2.36,41.4,0
P004044,M4,180.5,6.15,52.9,late,B3,2.3,2.24,45.1,0
P004045,M2,189.7,5.93,51.6,early,B4,4.0,3.98,45.3,0
P004046,M2,186.7,5.9,45.1,early,B2,4.7,3.36,49.3,0
P004047,M1,185.4,5.94,53.0,early,B4,0.5,2.79,59.8,0
P004048,M2,187.6,6.14,47.9,late,B1,2.9,2.51,54.2,0
P004049,M2,186.4,5.3,50.8,night,B4,4.6,2.32,40.6,0
P004050,M3,175.9,5.62,42.4,early,B4,5.3,2.2,41.4,0
P004051,M4,185.0,5.77,45.1,early,B3,3.6,2.55,40.6,0
P004052,M3,173.3,5.87,49.9,late,B4,5.2,1.65,47.1,0
P004053,M3,179.3,5.06,42.7,night,B4,2.3,2.52,54.4,0
P004054,M2,189.7,5.36,48.4,night,B5,5.1,3.24,55.7,0
P004055,M4,190.5,5.79,48.6,night,B2,4.7,1.49,45.0,0
P004056,M4,196.9,6.15,42.9,night,B3,7.6,2.09,47.8,0
P004057,M2,184.6,5.65,41.4,late,B3,10.2,3.3,61.4,1
P004058,M4,179.2,5.57,50.2,night,B2,7.8,2.67,36.1,0
P004059,M2,189.9,5.99,59.1,early,B5,3.3,2.36,53.1,0
P004060,M4,194.3,5.69,48.5,night,B3,1.5,2.83,52.2,0
P004061,M4,192.4,6.11,49.3,night,B3,2.0,2.23,45.6,0
P004062,M3,177.3,5.72,42.6,night,B1,10.0,2.19,47.9,0
P004063,M1,183.2,5.41,51.6,late,B3,4.2,1.79,51.4,0
P004064,M3,187.7,6.3,44.6,night,B4,4.8,2.31,45.6,0
P004065,M1,189.1,6.23,50.4,early,B3,7.0,2.76,42.9,0
P004066,M4,187.3,5.47,49.1,late,B4,4.0,2.29,42.3,0
P004067,M2,184.5,5.94,50.6,early,B1,8.5,3.04,62.9,0
P004068,M3,186.2,5.69,48.3,late,B1,1.3,2.28,44.5,0
P004069,M4,189.1,6.02,48.9,late,B2,5.5,2.99,49.6,0
P004070,M1,178.9,5.49,47.1,early,B2,12.0,2.09,54.3,0
P004071,M2,194.3,6.11,51.9,early,B5,9.0,3.45,46.3,1
P004072,M3,188.5,6.22,43.2,early,B5,9.3,2.61,48.3,0
P004073,M2,182.9,5.47,47.3,late,B3,1.2,2.86,52.0,0
P004074,M1,189.1,5.82,51.6,late,B3,4.6,2.43,41.2,0
P004075,M1,188.5,6.23,46.7,late,B2,3.6,2.09,35.7,0
P004076,M2,191.7,5.45,47.0,early,B3,2.0,2.51,42.2,0
P004077,M3,191.7,5.57,49.9,night,B4,4.7,2.42,61.8,0
P004078,M3,182.9,6.03,49.2,late,B4,1.5,1.76,43.4,0
P004079,M1,185.8,5.74,41.1,early,B5,5.2,2.03,49.0,0
P004080,M2,172.5,5.25,51.0,early,B3,1.9,2.33,37.4,0
P004081,M2,193.1,5.69,48.7,late,B2,5.0,3.01,58.7,1
P004082,M2,192.6,6.41,50.9,early,B1,2.1,3.01,45.6,1
P004083,M3,190.5,6.52,46.0,early,B4,3.1,2.87,44.4,0
P004084,M2,181.8,5.58,50.0,early,B5,2.9,2.6,46.9,0
P004085,M3,188.3,5.48,39.0,early,B3,3.6,1.94,68.1,0
P004086,M4,189.6,5.64,43.4,early,B5,3.8,1.84,51.5,0
P004087,M3,179.4,6.43,48.8,early,B2,2.9,2.42,46.7,0
P004088,M3,188.8,6.09,56.0,night,B1,1.7,2.93,25.0,0
P004089,M1,186.5,6.31,47.4,late,B4,8.0,2.27,58.8,0
P004090,M1,174.7,6.15,43.4,late,B1,4.0,2.31,42.4,0
P004091,M1,187.2,5.34,46.5,late,B1,4.7,2.3,41.2,0
P004092,M4,179.8,5.47,43.4,late,B4,2.9,2.61,41.9,0
P004093,M4,174.8,5.56,51.5,early,B3,12.0,2.95,59.7,0
P004094,M1,186.0,5.62,46.2,early,B4,4.2,3.16,47.7,0
P004095,M1,183.6,5.56,50.0,early,B4,8.2,2.52,35.8,0
P004096,M2,194.7,5.6,47.6,late,B2,3.2,3.0,46.4,0
P004097,M3,184.0,6.02,50.3,late,B4,5.7,2.19,41.3,0
P004098,M3,187.3,5.85,39.8,early,B3,3.5,2.25,50.9,0
P004099,M3,185.8,6.23,46.1,late,B3,7.4,2.25,44.9,0
P004100,M4,189.6,5.89,48.9,night,B4,2.7,2.34,35.4,1
P004101,M2,182.1,5.56,47.2,early,B2,1.6,2.81,47.3,0
P004102,M3,184.1,5.87,47.4,late,B3,4.7,2.58,47.5,0
P004103,M3,182.2,5.27,47.3,late,B3,7.7,2.33,38.0,0
P004104,M2,190.6,4.99,52.2,late,B1,3.5,2.62,32.3,0
P004105,M4,185.4,6.03,49.2,late,B2,2.6,2.56,50.3,0
P004106,M1,180.6,6.16,47.5,late,B1,1.3,1.87,45.8,0
P004107,M3,181.1,5.83,49.3,early,B1,7.8,2.66,46.3,0
P004108,M3,192.1,5.66,40.9,late,B3,2.0,2.11,54.0,0
P004109,M4,174.7,5.33,43.9,night,B5,2.9,1.98,32.5,0
P004110,M3,186.9,6.21,40.7,early,B5,2.8,2.51,48.5,1
P004111,M2,193.8,5.97,50.3,night,B4,3.8,2.98,53.3,0
P004112,M4,187.2,5.9,48.4,early,B3,5.6,2.11,46.5,0
P004113,M4,194.8,5.8,52.1,late,B2,12.0,2.78,36.7,0
P004114,M3,188.2,5.64,47.3,late,B2,4.9,2.59,42.7,0
P004115,M4,186.1,5.41,44.4,late,B4,1.3,3.39,44.4,0
P004116,M2,184.4,5.89,48.7,night,B5,3.6,2.64,35.4,0
P004117,M3,185.2,5.61,38.9,early,B5,4.9,2.28,51.0,0
P004118,M4,187.7,5.65,45.2,late,B2,8.6,2.23,48.0,0
P004119,M2,187.0,6.4,39.3,late,B3,8.0,2.97,42.9,0
P004120,M2,182.9,5.78,49.4,night,B3,3.5,2.75,55.9,0
P004121,M4,177.4,4.94,45.7,late,B1,4.1,2.94,43.8,0
P004122,M4,185.0,5.61,46.3,night,B1,4.6,2.3,59.8,0
P004123,M4,175.9,5.45,43.3,night,B1,4.1,2.71,45.8,1
P004124,M2,184.4,5.75,45.7,early,B4,3.6,2.64,40.4,0
P004125,M4,170.6,5.3,49.4,night,B2,10.4,1.67,40.6,0
P004126,M1,188.6,5.95,40.5,night,B4,2.3,2.58,48.7,0
P004127,M3,189.3,5.7,47.9,early,B2,7.1,1.51,39.4,0
P004128,M2,187.4,5.63,45.1,late,B4,6.3,2.68,49.2,0
P004129,M4,194.1,5.85,40.4,early,B1,3.5,2.44,44.8,0
P004130,M4,191.4,5.77,51.5,late,B2,2.2,2.5,44.6,0
P004131,M3,185.6,5.75,51.1,early,B2,4.0,2.32,47.7,0
P004132,M3,182.4,5.72,44.0,late,B3,5.8,2.32,56.0,0
P004133,M2,185.1,5.79,46.1,late,B3,0.2,2.91,43.7,0
P004134,M3,186.1,5.92,45.0,late,B1,1.5,2.25,49.5,0
P004135,M3,182.2,5.88,42.9,early,B4,0.4,3.48,51.6,0
P004136,M1,187.0,6.19,43.6,late,B5,4.8,2.15,38.3,0
P004137,M3,186.4,5.61,47.7,late,B1,4.6,1.75,52.2,0
P004138,M4,182.7,5.88,54.7,late,B1,1.6,1.87,54.5,1
P004139,M3,189.0,6.66,44.7,early,B5,2.0,2.6,55.7,0
P004140,M4,182.7,5.79,50.7,early,B4,4.4,1.78,39.1,1
P004141,M2,187.1,5.8,49.5,late,B5,1.0,2.21,39.7,0
P004142,M3,177.6,5.36,39.6,night,B4,6.0,1.69,47.6,0
P004143,M1,182.5,5.55,45.9,early,B4,3.2,2.51,47.1,0
P004144,M2,198.9,5.76,47.6,late,B1,3.8,3.35,48.2,0
P004145,M2,182.0,5.99,53.8,early,B3,4.0,2.33,45.1,0
P004146,M2,189.4,6.03,53.9,late,B2,1.4,2.94,49.5,0
P004147,M1,181.5,5.91,47.4,early,B5,4.0,1.11,27.6,0
P004148,M3,170.8,6.08,50.6,late,B1,5.6,1.96,53.3,0
P004149,M2,190.1,5.45,47.6,early,B1,2.2,3.02,59.8,0
P004150,M2,183.9,5.97,52.5,early,B3,2.0,2.61,43.6,0
P004151,M1,185.8,5.8,46.4,early,B5,12.0,2.75,49.6,0
P004152,M3,188.4,5.84,50.2,early,B5,1.8,1.3,61.4,0
P004153,M2,188.3,5.67,52.8,late,B3,2.8,2.42,48.3,0
P004154,M2,188.8,5.47,50.9,night,B3,9.2,2.95,50.4,0
P004155,M3,178.2,5.37,43.2,late,B2,0.9,2.5,62.7,0
P004156,M1,187.9,5.91,44.4,night,B5,3.4,2.53,64.3,0
P004157,M4,183.0,5.97,49.7,late,B1,5.5,2.59,39.5,0
P004158,M1,173.0,5.75,49.4,early,B1,3.6,1.79,44.7,0
P004159,M2,191.5,5.79,48.8,early,B3,0.8,2.4,55.1,0
P004160,M1,190.2,5.55,44.8,late,B2,1.5,3.34,52.0,0
P004161,M3,191.1,5.98,46.7,early,B3,0.7,1.73,53.6,0
P004162,M2,198.9,5.82,47.1,night,B5,3.3,2.11,27.0,0
P004163,M4,188.3,5.67,45.8,late,B2,4.9,2.81,32.4,0
P004164,M2,189.8,6.1,55.6,late,B5,2.2,2.27,62.3,0
P004165,M3,189.0,6.03,44.2,late,B2,2.9,3.11,54.2,0
P004166,M1,179.1,5.26,47.9,early,B2,2.9,3.53,50.8,0
P004167,M1,174.8,5.82,46.6,late,B1,8.2,2.19,38.1,0
P004168,M2,184.4,5.46,43.5,early,B4,4.4,2.89,44.7,0
P004169,M3,190.0,5.85,41.2,early,B5,4.0,1.48,52.6,0
P004170,M2,183.4,4.7,47.9,early,B5,7.4,3.21,36.9,0
P004171,M4,186.6,5.87,39.4,early,B1,1.1,1.49,42.4,0
P004172,M3,186.2,6.05,53.0,late,B4,4.4,1.7,51.0,0
P004173,M4,185.3,5.76,45.4,early,B1,2.5,2.55,52.7,0
P004174,M2,180.0,5.39,46.5,early,B4,9.0,3.0,43.8,0
P004175,M4,185.9,6.48,51.4,night,B4,7.4,1.83,55.9,0
P004176,M3,180.7,6.2,45.5,night,B1,2.5,2.06,55.6,0
P004177,M3,192.4,5.61,48.5,late,B1,3.1,1.55,33.7,0
P004178,M4,190.3,5.71,44.6,late,B1,1.8,2.36,61.1,1
P004179,M3,180.9,5.11,46.2,night,B4,6.7,1.94,57.3,0
P004180,M4,193.7,5.97,50.5,early,B4,5.7,2.21,49.7,0
P004181,M3,184.9,5.32,42.7,late,B1,3.2,2.59,46.9,0
P004182,M1,174.8,6.03,48.0,early,B3,3.2,2.43,54.3,0
P004183,M3,182.6,6.16,36.8,late,B4,2.6,2.55,52.3,0
P004184,M2,196.0,5.78,53.0,night,B2,8.6,2.69,45.8,0
P004185,M4,179.5,5.43,44.7,night,B4,3.4,2.82,60.9,0
P004186,M4,183.6,6.24,46.5,night,B2,2.7,2.48,31.2,0
P004187,M1,176.5,5.8,45.6,late,B2,6.2,2.08,42.7,0
P004188,M1,177.4,5.83,42.3,late,B2,0.3,2.56,51.6,0
P004189,M1,179.4,5.47,42.0,night,B2,3.0,2.11,47.6,1
P004190,M2,180.2,5.87,50.2,late,B3,6.8,2.6,53.6,0
P004191,M1,180.6,5.73,48.2,late,B2,9.9,2.78,36.8,0
P004192,M3,192.6,5.34,42.6,early,B2,2.3,2.74,46.0,0
P004193,M3,182.8,6.27,48.1,late,B4,5.3,2.17,57.2,0
P004194,M4,188.3,6.42,48.9,early,B2,2.3,2.89,36.1,0
P004195,M2,193.0,6.16,46.8,late,B4,12.0,2.17,46.1,0
P004196,M3,176.9,6.1,41.1,early,B1,4.2,2.17,43.8,0
P004197,M1,179.4,6.42,45.9,late,B1,5.7,1.96,50.9,0
P004198,M4,188.2,5.43,48.2,early,B5,0.4,2.5,51.1,0
P004199,M1,180.5,5.43,45.8,early,B3,2.6,2.63,48.8,0
P004200,M1,187.8,5.65,43.7,late,B4,6.3,2.55,45.7,0
P004201,M1,193.2,5.9,47.8,early,B4,1.1,2.49,48.5,0
P004202,M4,176.0,5.7,51.6,night,B1,4.2,2.56,46.7,0
P004203,M1,182.0,5.44,43.1,late,B5,10.2,2.23,47.7,0
P004204,M3,181.9,5.8,44.9,early,B3,6.5,2.84,59.7,0
P004205,M3,180.1,5.77,56.4,early,B5,5.4,1.6,38.4,0
P004206,M4,180.7,6.09,47.9,night,B3,2.7,2.2,50.7,0
P004207,M1,181.3,5.82,41.2,late,B3,1.4,2.49,40.5,0
P004208,M1,183.9,5.13,44.2,late,B4,3.6,2.99,63.6,0
P004209,M2,187.9,5.93,45.3,early,B1,5.9,2.59,48.7,0
P004210,M1,189.2,6.35,47.4,late,B4,1.8,2.18,37.9,1
P004211,M3,182.9,5.81,47.2,night,B5,6.5,1.72,46.1,0
P004212,M2,193.1,6.15,45.8,early,B4,4.3,2.51,36.3,0
P004213,M2,183.7,5.62,55.3,early,B1,2.0,3.07,42.9,0
P004214,M1,177.4,6.0,46.3,early,B4,0.9,3.01,52.9,0
P004215,M3,181.3,5.54,44.3,early,B1,1.1,2.17,58.9,0
P004216,M1,186.5,5.71,41.4,late,B1,3.5,1.94,56.6,0
P004217,M3,187.7,5.72,42.6,night,B2,7.9,2.33,47.2,0
P004218,M1,192.0,5.97,41.3,night,B2,2.0,1.57,52.6,0
P004219,M4,185.6,5.51,46.1,night,B1,8.6,3.06,54.5,0
P004220,M3,187.1,5.29,42.6,early,B1,0.8,1.75,66.0,0
P004221,M1,191.5,5.96,49.0,night,B4,3.9,2.44,43.2,0
P004222,M1,179.7,5.95,43.8,early,B3,3.6,2.43,60.1,0
P004223,M2,185.8,5.84,51.4,early,B1,5.0,3.03,39.3,0
P004224,M1,199.2,6.13,47.9,late,B3,4.3,2.42,57.4,0
P004225,M1,188.7,5.73,48.5,early,B4,2.7,2.3,43.0,1
P004226,M4,186.8,5.9,50.2,night,B4,2.7,2.69,42.5,0
P004227,M3,187.9,5.68,53.6,night,B2,7.0,2.68,45.7,0
P004228,M1,176.7,5.71,42.8,night,B1,4.1,3.11,41.8,0
P004229,M3,179.4,5.92,49.2,night,B5,0.4,1.8,51.4,0
P004230,M2,181.4,6.59,49.7,early,B4,2.9,1.92,57.8,0
P004231,M4,186.3,6.06,50.8,early,B5,3.1,1.8,31.1,0
P004232,M1,182.0,5.99,46.4,night,B2,3.1,1.48,46.6,0
P004233,M3,183.5,6.07,50.5,late,B1,6.3,1.76,39.3,0
P004234,M4,182.3,4.98,41.9,night,B2,2.4,1.9,55.2,0
P004235,M1,175.1,5.91,42.2,early,B2,4.5,2.11,59.4,0
P004236,M1,188.9,6.12,43.8,early,B4,10.3,2.68,46.6,0
P004237,M2,177.3,5.83,47.9,early,B4,7.9,3.03,42.4,0
P004238,M4,180.0,5.78,47.0,late,B1,2.2,2.22,35.1,0
P004239,M3,175.8,5.47,43.2,night,B3,4.2,2.06,63.6,0
P004240,M3,178.2,5.65,42.2,night,B2,0.2,3.2,58.6,1
P004241,M4,185.1,5.51,44.3,early,B4,5.6,2.77,32.2,0
P004242,M4,190.8,6.15,40.3,late,B2,1.3,2.58,53.2,0
P004243,M2,178.4,6.33,47.1,early,B3,3.8,2.8,39.1,1
P004244,M3,179.9,6.48,45.8,early,B4,3.4,2.17,43.9,0
P004245,M3,173.4,5.5,47.7,early,B2,7.7,3.2,38.0,0
P004246,M2,183.7,5.57,48.8,late,B1,4.6,2.66,32.0,0
P004247,M4,184.4,5.54,53.6,late,B4,3.4,2.57,47.6,0
P004248,M1,188.2,5.44,49.1,early,B5,5.9,1.56,63.2,0
P004249,M1,172.3,5.45,48.8,late,B3,8.5,2.01,40.6,0
P004250,M4,187.0,5.62,48.2,night,B5,0.3,2.25,55.1,0
P004251,M2,181.7,6.11,50.2,early,B1,2.4,2.97,56.4,0
P004252,M1,177.3,5.55,45.2,early,B5,10.5,1.95,53.8,0
P004253,M1,184.4,6.17,46.4,late,B5,12.0,2.32,64.0,0
P004254,M3,186.4,6.28,53.3,night,B2,2.0,2.03,55.6,0
P004255,M4,183.4,5.9,46.5,night,B1,6.9,2.0,62.4,0
P004256,M1,178.0,6.23,40.9,early,B4,2.0,1.79,38.8,0
P004257,M1,183.4,5.32,48.6,late,B5,1.6,2.22,54.0,0
P004258,M2,183.0,5.6,51.5,night,B1,3.5,2.8,60.1,0
P004259,M4,187.3,5.87,47.4,early,B4,7.4,2.41,41.8,0
P004260,M2,192.9,5.88,41.1,late,B5,3.2,2.38,25.0,0
P004261,M4,189.6,6.3,51.7,night,B1,7.3,2.44,37.9,0
P004262,M4,183.9,5.45,47.7,early,B3,7.8,2.35,42.2,0
P004263,M2,193.2,5.61,47.0,late,B1,2.6,2.28,52.5,0
P004264,M4,178.4,5.77,51.3,night,B1,2.6,2.54,43.5,0
P004265,M3,192.8,5.62,38.3,early,B3,3.2,3.11,48.0,0
P004266,M3,177.4,5.44,46.4,late,B2,3.9,2.23,43.2,0
P004267,M2,175.8,5.63,46.1,late,B1,3.5,2.09,47.0,0
P004268,M4,191.5,5.71,52.5,night,B5,4.1,3.16,47.5,0
P004269,M4,180.1,6.31,47.7,night,B2,2.8,3.07,42.9,0
P004270,M4,184.6,5.44,43.5,night,B5,1.4,3.14,54.6,0
P004271,M4,178.3,6.09,51.1,early,B1,12.0,2.48,59.0,0
P004272,M2,200.0,6.25,38.9,night,B3,2.4,2.4,38.8,1
P004273,M4,194.0,5.62,48.7,night,B4,0.8,2.1,49.7,0
P004274,M4,192.5,5.89,42.0,late,B3,6.2,3.01,36.6,0
P004275,M1,184.5,6.0,44.2,late,B3,1.7,3.02,34.0,0
P004276,M1,189.4,5.94,45.1,early,B4,5.8,1.89,56.3,0
P004277,M2,186.7,5.83,51.7,night,B1,2.3,1.62,64.1,0
P004278,M4,190.2,5.56,55.2,early,B5,12.0,2.49,45.4,0
P004279,M2,184.7,6.03,41.4,early,B4,9.4,2.34,62.7,0
P004280,M3,191.7,5.67,47.7,night,B4,3.3,1.98,42.8,0
P004281,M1,181.5,5.81,54.4,night,B3,5.4,2.19,46.1,0
P004282,M2,185.1,5.86,46.0,night,B2,4.7,2.93,61.3,0
P004283,M3,180.4,6.1,43.6,late,B3,2.2,1.95,40.7,0
P004284,M1,185.1,6.47,46.9,early,B4,6.1,2.36,55.3,0
P004285,M4,181.9,5.54,49.9,late,B5,4.1,2.44,45.2,0
P004286,M1,186.7,5.82,48.5,early,B5,4.5,1.26,42.2,0
P004287,M4,181.4,5.28,45.4,night,B1,5.7,2.75,43.9,0
P004288,M1,188.3,6.32,43.0,late,B1,3.6,2.1,30.7,0
P004289,M4,192.4,5.82,51.8,late,B5,2.0,1.93,58.1,0
P004290,M3,183.4,5.7,43.1,early,B2,5.4,1.97,49.8,0
P004291,M1,196.2,5.82,38.7,late,B3,6.4,2.39,46.8,0
P004292,M1,190.2,5.84,40.5,night,B1,6.5,2.32,42.5,0
P004293,M1,195.8,5.54,43.8,late,B1,6.5,2.59,50.5,0
P004294,M3,182.7,6.22,51.7,early,B3,5.0,2.5,55.1,0
P004295,M4,174.9,6.03,42.3,early,B4,0.9,1.97,45.8,0
P004296,M2,183.1,6.07,54.0,early,B4,12.0,1.42,55.7,0
P004297,M2,183.7,5.56,53.2,early,B5,6.4,2.8,50.2,0
P004298,M3,177.8,5.54,46.9,night,B1,2.9,2.58,47.3,0
P004299,M3,170.9,5.76,36.3,late,B2,7.0,2.21,55.3,0
P004300,M3,188.6,6.08,41.5,early,B3,1.5,2.6,43.9,0
P004301,M2,176.8,5.98,45.8,night,B3,5.8,2.3,38.0,0
P004302,M3,188.1,5.53,52.6,early,B1,3.2,2.14,47.6,0
P004303,M4,196.0,6.03,44.6,early,B3,1.6,2.09,48.3,0
P004304,M2,182.7,5.46,45.3,late,B5,1.6,3.06,46.2,0
P004305,M1,186.1,5.57,46.7,early,B1,5.2,1.89,57.5,0
P004306,M1,181.8,5.86,40.6,late,B5,5.7,3.23,52.0,0
P004307,M3,187.5,5.39,45.9,night,B3,1.9,2.07,47.1,0
P004308,M2,180.4,5.46,45.2,night,B3,3.2,3.11,48.0,0
P004309,M4,183.3,6.34,57.0,early,B4,4.9,2.28,48.6,0
P004310,M3,189.2,6.28,42.5,late,B4,2.6,2.9,52.2,0
P004311,M3,182.7,6.6,53.3,early,B4,12.0,2.88,48.4,0
P004312,M4,175.0,5.96,42.5,late,B1,5.3,2.35,46.8,0
P004313,M2,193.8,6.03,49.2,early,B2,3.6,2.87,37.3,1
P004314,M4,176.9,5.75,48.7,late,B5,7.7,3.07,42.3,0
P004315,M1,184.4,5.68,46.5,early,B1,5.6,2.44,50.2,0
P004316,M3,186.2,6.11,46.3,night,B4,4.9,1.89,49.5,0
P004317,M4,184.7,6.28,50.1,night,B3,5.3,2.53,36.1,0
P004318,M4,198.0,6.08,48.4,early,B1,6.5,2.16,43.5,0
P004319,M4,188.0,5.51,46.1,night,B1,2.4,2.57,40.6,0
P004320,M2,185.9,5.94,45.6,early,B5,0.7,2.4,58.9,0
P004321,M4,187.3,5.53,46.2,late,B1,8.2,2.67,50.0,0
P004322,M3,184.2,5.69,45.3,early,B1,4.1,1.5,51.4,0
P004323,M3,183.2,6.37,45.2,early,B1,2.8,1.8,47.5,0
P004324,M1,185.3,5.38,46.3,late,B4,2.0,1.94,43.0,0
P004325,M1,181.6,6.56,40.6,late,B5,1.8,2.23,44.4,0
P004326,M3,184.2,5.99,42.1,late,B1,4.4,1.62,51.9,0
P004327,M1,181.2,5.64,49.2,late,B4,3.8,1.9,45.9,0
P004328,M3,172.6,5.82,37.4,early,B4,7.8,2.65,52.0,0
P004329,M4,190.3,5.56,51.3,early,B2,5.8,2.9,49.1,0
P004330,M4,180.9,5.61,44.7,late,B1,6.4,1.36,50.4,0
P004331,M1,184.8,5.83,52.3,late,B3,7.6,2.04,50.8,0
P004332,M4,179.8,5.68,51.5,early,B1,4.6,3.07,43.8,0
P004333,M1,180.0,5.47,44.8,early,B1,10.2,2.47,45.5,0
P004334,M2,181.3,5.72,47.3,late,B3,2.3,2.93,55.3,0
P004335,M4,189.2,5.34,52.9,late,B5,7.4,2.75,62.6,0
P004336,M1,190.5,5.35,50.8,night,B5,0.7,1.87,55.3,0
P004337,M1,184.1,5.35,49.7,late,B4,0.7,2.4,25.7,0
P004338,M1,181.0,6.38,50.3,late,B2,1.5,2.51,41.9,0
P004339,M3,173.7,5.94,41.9,late,B2,3.6,2.35,48.9,0
P004340,M4,188.4,6.01,47.6,early,B4,0.6,2.32,39.2,0
P004341,M1,180.3,5.8,43.1,early,B1,3.5,2.28,38.8,0
P004342,M1,177.9,5.98,41.8,early,B3,2.9,1.79,44.7,0
P004343,M3,183.2,6.21,46.6,night,B4,12.0,2.58,50.8,0
P004344,M1,182.2,5.94,44.4,early,B5,1.2,1.65,52.9,0
P004345,M3,174.7,6.37,45.4,late,B1,4.3,1.93,45.1,0
P004346,M4,176.4,5.79,44.9,late,B2,5.7,2.81,44.4,0
P004347,M4,185.9,6.01,42.0,early,B2,0.7,2.63,41.3,0
P004348,M4,180.4,6.05,53.2,night,B3,9.7,2.28,52.1,0
P004349,M3,185.8,5.47,46.6,late,B1,6.3,1.53,51.5,0
P004350,M4,184.8,5.81,41.3,early,B5,8.2,2.48,55.3,0
P004351,M1,189.8,5.16,46.7,night,B5,4.7,2.02,49.0,0
P004352,M1,179.4,5.75,51.8,late,B2,2.1,2.52,37.5,0
P004353,M3,184.3,5.7,49.6,early,B3,1.0,2.07,45.2,0
P004354,M1,187.5,5.68,44.0,late,B3,6.7,1.51,54.9,0
P004355,M4,180.6,5.66,44.9,late,B1,2.8,1.88,34.1,0
P004356,M3,189.2,5.98,42.4,early,B5,0.5,2.11,47.3,0
P004357,M4,174.8,5.49,44.0,night,B4,3.0,2.55,50.3,0
P004358,M2,182.4,6.45,45.7,late,B2,3.8,2.23,64.0,0
P004359,M2,177.6,6.0,42.6,late,B3,9.0,2.41,43.2,0
P004360,M3,179.0,5.52,44.3,early,B2,3.2,2.66,47.0,0
P004361,M1,183.1,6.03,47.3,early,B2,3.8,2.8,61.5,0
P004362,M3,187.6,6.15,44.4,late,B2,3.9,2.42,43.3,0
P004363,M3,182.1,5.93,46.8,late,B1,7.3,2.17,56.6,0
P004364,M4,180.7,5.45,53.0,late,B5,2.2,2.22,51.1,0
P004365,M3,174.5,6.58,53.0,night,B4,5.2,2.54,46.2,1
P004366,M1,177.3,6.02,45.7,early,B5,2.6,2.16,51.6,0
P004367,M2,188.7,5.36,51.5,late,B1,8.9,3.16,46.8,0
